"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id"
"pavlovia_init","pavlovia","0","878","0.0-0.0","60fec21e36a05990cfa8a715","652d46c8909a0ef52332ec58","652f0d69495ba99c7cfc68b1"
