"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id"
"pavlovia_init","pavlovia","0","1494","0.0-0.0","62964d27c2b2866faa677493","652d46c8909a0ef52332ec58","652f0e4ff1fd9a0b1a02adf0"
