"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","task","condition","rt","time","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","stimulus","response"
"pavlovia_init","pavlovia","0","1102","0.0-0.0","638e4ace1c4a380ecc49932f","652d46c8909a0ef52332ec58","652f0d54770b05815c362873","","","","","","","","","","","","","","","","","","","","","",""
"","preload","1","75213","0.0-1.0","638e4ace1c4a380ecc49932f","652d46c8909a0ef52332ec58","652f0d54770b05815c362873","true","false","[]","[]","[]","Preload","Forecast","","","","","","","","","","","","","","",""
"","fullscreen","2","79917","0.0-2.0","638e4ace1c4a380ecc49932f","652d46c8909a0ef52332ec58","652f0d54770b05815c362873","true","","","","","Fullscreen","","3684","18:42:15","","","","","","","","","","","","",""
"","browser-check","3","80913","0.0-3.0","638e4ace1c4a380ecc49932f","652d46c8909a0ef52332ec58","652f0d54770b05815c362873","","","","","","Browser_Check","","","","2560","1440","true","firefox","118.0.0","false","Mac OS","true","60.42","true","true","",""
"","html-keyboard-response","4","107822","0.0-4.0","638e4ace1c4a380ecc49932f","652d46c8909a0ef52332ec58","652f0d54770b05815c362873","","","","","","Instruction","","26908","","","","","","","","","","","","","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">During this experiment, you will watch a set of movie clips. You will also answer questions about your experience after watching each clip. <br><br><br> <strong><i>Please be aware</i> that these movie clips are sourced from horror films and may contain mature language, gore, violence, mutilation, and/or harm to oneself or others.</strong> <br><br><br> If you are not comfortable with continuing, please exit this experiment now and \""return\"" your participation on Prolific. <br><br><br><br> Otherwise, please press the <strong>SPACE BAR</strong> to continue</p>""]"," "
"","image-button-response","5","200822","0.0-5.0","638e4ace1c4a380ecc49932f","652d46c8909a0ef52332ec58","652f0d54770b05815c362873","","","","","","Consent","","93000","","","","","","","","","","","","","components/consent/consent.png","1"
