"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","task","condition"
"pavlovia_init","pavlovia","0","942","0.0-0.0","62c71e41af2bc57590b548e8","652d46c8909a0ef52332ec58","652e17ef91ac86499cc644fa","","","","","","",""
"","preload","1","1363","0.0-1.0","62c71e41af2bc57590b548e8","652d46c8909a0ef52332ec58","652e17ef91ac86499cc644fa","true","false","[]","[]","[]","Preload","Experience"
