"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","task","condition","rt","time","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","stimulus","response","slider_start","labels","choices","question_order","accuracy"
"pavlovia_init","pavlovia","0","1037","0.0-0.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preload","1","5593","0.0-1.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","true","false","[]","[]","[]","Preload","Forecast","","","","","","","","","","","","","","","","","","","",""
"","fullscreen","2","8429","0.0-2.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","true","","","","","Fullscreen","","1822","0:48:55","","","","","","","","","","","","","","","","","",""
"","browser-check","3","9418","0.0-3.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Browser_Check","","","","1280","720","true","chrome","117.0.0","false","Windows 10","true","61.03","true","true","","","","","","",""
"","html-keyboard-response","4","14110","0.0-4.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instruction","","4690","","","","","","","","","","","","","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">During this experiment, you will watch a set of movie clips. You will also answer questions about your experience after watching each clip. <br><br><br> <strong><i>Please be aware</i> that these movie clips are sourced from horror films and may contain mature language, gore, violence, mutilation, and/or harm to oneself or others.</strong> <br><br><br> If you are not comfortable with continuing, please exit this experiment now and \""return\"" your participation on Prolific. <br><br><br><br> Otherwise, please press the <strong>SPACE BAR</strong> to continue</p>""]"," ","","","","",""
"","image-button-response","5","38042","0.0-5.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Consent","","23930","","","","","","","","","","","","","components/consent/consent.png","0","","","","",""
"","html-keyboard-response","6","38995","0.0-6.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_Task","","952","","","","","","","","","","","","","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">Thank you for agreeing to participate in this experiment! <br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","",""
"","html-keyboard-response","7","43942","0.0-7.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_Task","","4946","","","","","","","","","","","","","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">Before we begin, please be sure that you are in a good space to complete the experiment. This space should be: <br><br><br><br> <strong>Comfortable <br><br> Distraction-free <br><br> Available for the next 20 minutes</strong> <br><br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","",""
"","html-keyboard-response","8","56458","0.0-8.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_Task","","12515","","","","","","","","","","","","","<p style=""font-size: 36px; width: 1200px; line-height: 40px;""><strong>Please give your full attention to the experiment. This includes:</strong> <br><br><br><br> Closing or minimizing other programs on your computer <br><br> Silencing your phone or placing it somewhere it will not be distracting <br><br> Testing that your audio is working and set to a comfortable volume that you can clearly hear <br><br> Not completing this experiment with others present <br><br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","",""
"","html-keyboard-response","9","63353","0.0-9.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_Task","","6894","","","","","","","","","","","","","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">During this experiment, you will watch four short clips from horror movies. These clips may elicit some negative or unwanted emotional reactions. <br><br><br> <strong> Please watch and react to these clips as you naturally would</strong>. Before and after every clip, you will record the intensity of your negative emotions. You will also answer questions regarding your thoughts, behaviors, or experiences after watching all of the clips. <br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","",""
"","html-keyboard-response","10","63945","0.0-10.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_ExpStart","","592","","","","","","","","","","","","","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">The experiment will now start! <br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>""]"," ","","","","",""
"","browser-check","11","64935","0.0-11.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Browser_Check","","","","1280","720","true","chrome","117.0.0","false","Windows 10","true","60.74","true","true","","","","","","",""
"","html-keyboard-response","12","70059","0.0-12.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_Reminder","","5124","","","","","","","","","","","","","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">You will now watch one of the clips. <br><br><br> As a reminder, watch and react to this video <strong>as you naturally would</strong>.<br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue.</p>""]"," ","","","","",""
"","html-slider-response","13","78589","0.0-13.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Intensity_Baseline","","8528","","","","","","","","","","","","","[""<p style=\""font-size: 36px; line-height: 40px;\"">How <strong>intense</strong> are the negative emotions that you feel <strong>before</strong> starting this clip?</p>""]","35","50","[""<p style=\""font-size: 26px; line-height: 30px;\"">Not at all<br>Intense</p>"",""<p style=\""font-size: 26px; line-height: 30px;\"">Extremely<br>Intense</p>""]","","",""
"","video-keyboard-response","14","201103","0.0-14.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Stimulus","","null","","","","","","","","","","","","","[""components/stim/ARF1665.mp4""]","null","","","","",""
"","html-slider-response","15","207795","0.0-15.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Intensity_Video","","6690","","","","","","","","","","","","","[""<p style=\""font-size: 36px; line-height: 40px;\"">How <strong>intense</strong> were the negative emotions that you felt <strong>while</strong> watching this clip?</p>""]","0","50","[""<p style=\""font-size: 26px; line-height: 30px;\"">Not at all<br>Intense</p>"",""<p style=\""font-size: 26px; line-height: 30px;\"">Extremely<br>Intense</p>""]","","",""
"","browser-check","16","208801","0.0-16.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Browser_Check","","","","1280","720","true","chrome","117.0.0","false","Windows 10","true","61.14","true","true","","","","","","",""
"","html-keyboard-response","17","209804","0.0-17.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_Reminder","","999","","","","","","","","","","","","","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">You will now watch another one of the clips. <br><br><br> As a reminder, watch and react to this video <strong>as you naturally would</strong>.<br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue.</p>""]"," ","","","","",""
"","html-slider-response","18","225948","0.0-18.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Intensity_Baseline","","16142","","","","","","","","","","","","","[""<p style=\""font-size: 36px; line-height: 40px;\"">How <strong>intense</strong> are the negative emotions that you feel <strong>before</strong> starting this clip?</p>""]","0","50","[""<p style=\""font-size: 26px; line-height: 30px;\"">Not at all<br>Intense</p>"",""<p style=\""font-size: 26px; line-height: 30px;\"">Extremely<br>Intense</p>""]","","",""
"","video-keyboard-response","19","346692","0.0-19.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Stimulus","","null","","","","","","","","","","","","","[""components/stim/CNL1892.mp4""]","null","","","","",""
"","html-slider-response","20","354644","0.0-20.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Intensity_Video","","7950","","","","","","","","","","","","","[""<p style=\""font-size: 36px; line-height: 40px;\"">How <strong>intense</strong> were the negative emotions that you felt <strong>while</strong> watching this clip?</p>""]","0","50","[""<p style=\""font-size: 26px; line-height: 30px;\"">Not at all<br>Intense</p>"",""<p style=\""font-size: 26px; line-height: 30px;\"">Extremely<br>Intense</p>""]","","",""
"","browser-check","21","355650","0.0-21.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Browser_Check","","","","1280","720","true","chrome","117.0.0","false","Windows 10","true","61","true","true","","","","","","",""
"","html-keyboard-response","22","356628","0.0-22.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_Reminder","","977","","","","","","","","","","","","","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">You will now watch another one of the clips. <br><br><br> As a reminder, watch and react to this video <strong>as you naturally would</strong>.<br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue.</p>""]"," ","","","","",""
"","html-slider-response","23","361174","0.0-23.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Intensity_Baseline","","4545","","","","","","","","","","","","","[""<p style=\""font-size: 36px; line-height: 40px;\"">How <strong>intense</strong> are the negative emotions that you feel <strong>before</strong> starting this clip?</p>""]","0","50","[""<p style=\""font-size: 26px; line-height: 30px;\"">Not at all<br>Intense</p>"",""<p style=\""font-size: 26px; line-height: 30px;\"">Extremely<br>Intense</p>""]","","",""
"","video-keyboard-response","24","482035","0.0-24.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Stimulus","","null","","","","","","","","","","","","","[""components/stim/HIU8424.mp4""]","null","","","","",""
"","html-slider-response","25","492044","0.0-25.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Intensity_Video","","10008","","","","","","","","","","","","","[""<p style=\""font-size: 36px; line-height: 40px;\"">How <strong>intense</strong> were the negative emotions that you felt <strong>while</strong> watching this clip?</p>""]","0","50","[""<p style=\""font-size: 26px; line-height: 30px;\"">Not at all<br>Intense</p>"",""<p style=\""font-size: 26px; line-height: 30px;\"">Extremely<br>Intense</p>""]","","",""
"","browser-check","26","493047","0.0-26.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Browser_Check","","","","1280","720","true","chrome","117.0.0","false","Windows 10","true","60.94","true","true","","","","","","",""
"","html-keyboard-response","27","493558","0.0-27.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_Reminder","","510","","","","","","","","","","","","","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">You will now watch another one of the clips. <br><br><br> As a reminder, watch and react to this video <strong>as you naturally would</strong>.<br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue.</p>""]"," ","","","","",""
"","html-slider-response","28","498434","0.0-28.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Intensity_Baseline","","4874","","","","","","","","","","","","","[""<p style=\""font-size: 36px; line-height: 40px;\"">How <strong>intense</strong> are the negative emotions that you feel <strong>before</strong> starting this clip?</p>""]","0","50","[""<p style=\""font-size: 26px; line-height: 30px;\"">Not at all<br>Intense</p>"",""<p style=\""font-size: 26px; line-height: 30px;\"">Extremely<br>Intense</p>""]","","",""
"","video-keyboard-response","29","619658","0.0-29.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Stimulus","","null","","","","","","","","","","","","","[""components/stim/FGV3524.mp4""]","null","","","","",""
"","html-slider-response","30","626639","0.0-30.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Intensity_Video","","6980","","","","","","","","","","","","","[""<p style=\""font-size: 36px; line-height: 40px;\"">How <strong>intense</strong> were the negative emotions that you felt <strong>while</strong> watching this clip?</p>""]","0","50","[""<p style=\""font-size: 26px; line-height: 30px;\"">Not at all<br>Intense</p>"",""<p style=\""font-size: 26px; line-height: 30px;\"">Extremely<br>Intense</p>""]","","",""
"","html-keyboard-response","31","627494","0.0-31.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_StratDesc","","854","","","","","","","","","","","","","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">You have watched all of the video clips. <br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","",""
"","html-keyboard-response","32","628287","0.0-32.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_StratDesc","","792","","","","","","","","","","","","","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">You will now answer questions about emotion regulation during the videos you watched. Please read the directions closely and answer honestly. <br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","",""
"","html-keyboard-response","33","637462","0.0-33.0","611465b0cdf9e7bb34a05898","652d46c8909a0ef52332ec58","6530b51884a4afa9aded2e02","","","","","","Instr_StratDesc","","9174","","","","","","","","","","","","","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">When we experience emotions that we do not want, we often times try to change, or regulate, them. <br><br><br> For example, if a break-up with a significant other upsets us, we can distract ourselves by spending time with friends or we could reframe the event as an opportunity for a new beginning. <br><br><br> Both regulation strategies will likely change our emotional experience, however, we may choose different strategies for different reasons. <br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","",""
