"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","task","condition"
"pavlovia_init","pavlovia","0","1232","0.0-0.0","5bfe4d9cc83f04000142b693","652d46c8909a0ef52332ec58","652e18446add136290fef22c","","","","","","",""
"","preload","1","1334","0.0-1.0","5bfe4d9cc83f04000142b693","652d46c8909a0ef52332ec58","652e18446add136290fef22c","true","false","[]","[]","[]","Preload","Experience"
