"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id"
"pavlovia_init","pavlovia","0","76744","0.0-0.0","6278038e3c9ead31c9a91a09","652d46c8909a0ef52332ec58","652f0d7bc7a773de300dc53b"
