"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id"
"pavlovia_init","pavlovia","0","1103","0.0-0.0","5e5080883771350caf2d9fda","652d46c8909a0ef52332ec58","652e18135a429b440337e0cc"
