"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","task","condition","rt","time","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone"
"pavlovia_init","pavlovia","0","1322","0.0-0.0","610813ebfdb1b78559fb1ff9","652d46c8909a0ef52332ec58","65309c8d9e90c0a5d4b2ce8e","","","","","","","","","","","","","","","","","","","",""
"","preload","1","14269","0.0-1.0","610813ebfdb1b78559fb1ff9","652d46c8909a0ef52332ec58","65309c8d9e90c0a5d4b2ce8e","true","false","[]","[]","[]","Preload","Forecast","","","","","","","","","","","","",""
"","fullscreen","2","25825","0.0-2.0","610813ebfdb1b78559fb1ff9","652d46c8909a0ef52332ec58","65309c8d9e90c0a5d4b2ce8e","true","","","","","Fullscreen","","10554","20:4:21","","","","","","","","","","",""
"","browser-check","3","26818","0.0-3.0","610813ebfdb1b78559fb1ff9","652d46c8909a0ef52332ec58","65309c8d9e90c0a5d4b2ce8e","","","","","","Browser_Check","","","","1920","1080","true","edge-chromium","117.0.2045","false","Windows 10","true","60.88","true","true"
