"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","task","condition","rt","time","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone"
"pavlovia_init","pavlovia","0","1713","0.0-0.0","60f728553a37102574b585c4","652d46c8909a0ef52332ec58","652f0d4990f2f310f361c371","","","","","","","","","","","","","","","","","","","",""
"","preload","1","18948","0.0-1.0","60f728553a37102574b585c4","652d46c8909a0ef52332ec58","652f0d4990f2f310f361c371","true","false","[]","[]","[]","Preload","Forecast","","","","","","","","","","","","",""
"","fullscreen","2","23659","0.0-2.0","60f728553a37102574b585c4","652d46c8909a0ef52332ec58","652f0d4990f2f310f361c371","true","","","","","Fullscreen","","3698","18:40:54","","","","","","","","","","",""
"","browser-check","3","24815","0.0-3.0","60f728553a37102574b585c4","652d46c8909a0ef52332ec58","652f0d4990f2f310f361c371","","","","","","Browser_Check","","","","1366","768","true","edge-chromium","118.0.2088","false","Windows 10","true","61","true","true"
