"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id"
"pavlovia_init","pavlovia","0","1843","0.0-0.0","651ed17c366df83eeabae9dd","652d46c8909a0ef52332ec58","652dfbbe273233c403856140"
