"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id"
"pavlovia_init","pavlovia","0","930","0.0-0.0","5d42486206811e001ada5b4b","652d46c8909a0ef52332ec58","6535df64b4ff80adff474658"
