"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","task","condition","rt","time","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","stimulus","response"
"pavlovia_init","pavlovia","0","1150","0.0-0.0","6365a371d807016cebfdb16c","652d46c8909a0ef52332ec58","652e1810bb39b693dabc6335","","","","","","","","","","","","","","","","","","","","","",""
"","preload","1","16617","0.0-1.0","6365a371d807016cebfdb16c","652d46c8909a0ef52332ec58","652e1810bb39b693dabc6335","true","false","[]","[]","[]","Preload","Forecast","","","","","","","","","","","","","","",""
"","fullscreen","2","21725","0.0-2.0","6365a371d807016cebfdb16c","652d46c8909a0ef52332ec58","652e1810bb39b693dabc6335","true","","","","","Fullscreen","","4103","0:14:57","","","","","","","","","","","","",""
"","browser-check","3","22717","0.0-3.0","6365a371d807016cebfdb16c","652d46c8909a0ef52332ec58","652e1810bb39b693dabc6335","","","","","","Browser_Check","","","","1920","1080","true","chrome","117.0.0","false","Windows 10","true","60.73","true","true","",""
"","html-keyboard-response","4","42846","0.0-4.0","6365a371d807016cebfdb16c","652d46c8909a0ef52332ec58","652e1810bb39b693dabc6335","","","","","","Instruction","","20128","","","","","","","","","","","","","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">During this experiment, you will watch a set of movie clips. You will also answer questions about your experience after watching each clip. <br><br><br> <strong><i>Please be aware</i> that these movie clips are sourced from horror films and may contain mature language, gore, violence, mutilation, and/or harm to oneself or others.</strong> <br><br><br> If you are not comfortable with continuing, please exit this experiment now and \""return\"" your participation on Prolific. <br><br><br><br> Otherwise, please press the <strong>SPACE BAR</strong> to continue</p>""]"," "
