"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","task","condition","rt","time","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","stimulus","response"
"pavlovia_init","pavlovia","0","774","0.0-0.0","650169f7d5e6b51f1c1592db","652d46c8909a0ef52332ec58","652f0d5bcf72eb69aa33c9cd","","","","","","","","","","","","","","","","","","","","","",""
"","preload","1","834","0.0-1.0","650169f7d5e6b51f1c1592db","652d46c8909a0ef52332ec58","652f0d5bcf72eb69aa33c9cd","true","false","[]","[]","[]","Preload","Experience","","","","","","","","","","","","","","",""
"","fullscreen","2","6300","0.0-2.0","650169f7d5e6b51f1c1592db","652d46c8909a0ef52332ec58","652f0d5bcf72eb69aa33c9cd","true","","","","","Fullscreen","","4462","17:58:54","","","","","","","","","","","","",""
"","browser-check","3","6549","0.0-3.0","650169f7d5e6b51f1c1592db","652d46c8909a0ef52332ec58","652f0d5bcf72eb69aa33c9cd","","","","","","Browser_Check","","","","1920","1080","true","firefox","118.0.0","false","Windows 10","true","242.91","true","true","",""
"","html-keyboard-response","4","37865","0.0-4.0","650169f7d5e6b51f1c1592db","652d46c8909a0ef52332ec58","652f0d5bcf72eb69aa33c9cd","","","","","","Instruction","","31316","","","","","","","","","","","","","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">During this experiment, you will watch a set of movie clips. You will also answer questions about your experience after watching each clip. <br><br><br> <strong><i>Please be aware</i> that these movie clips are sourced from horror films and may contain mature language, gore, violence, mutilation, and/or harm to oneself or others.</strong> <br><br><br> If you are not comfortable with continuing, please exit this experiment now and \""return\"" your participation on Prolific. <br><br><br><br> Otherwise, please press the <strong>SPACE BAR</strong> to continue</p>""]"," "
