"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id"
"pavlovia_init","pavlovia","0","2614","0.0-0.0","615993153e17441c2e8d6c92","652d46c8909a0ef52332ec58","652dffccae3755e2588cfcc9"
